input file;carbon, runtime [s];carbon, exit condition;carbon, timeout;silicon, runtime [s];silicon, exit condition;silicon, timeout;silicon_timeout, runtime [s];silicon_timeout, exit condition;silicon_timeout, timeout
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.2255516660006833;0;False;0.6158212009995623;0;False;0.6180833550006355;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.7247986679994938;0;False;0.5158547089995409;0;False;0.5157873839998501;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.223871666999912;0;False;0.5663915839995752;0;False;0.5669170289984322;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.122960456999863;0;False;0.5169986619985139;0;False;0.516909048999878;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.0717057330002717;0;False;0.4663478460006445;0;False;0.5161313879998488;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.073625250999612;0;False;0.5161207729997841;0;False;0.5168070239997178;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.07263895899996;0;False;0.4155206699997507;0;False;0.4155530150001141;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.0727349810003943;0;False;0.4682501000006596;0;False;0.46678012700067484;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.0805686130006507;0;False;0.4672433620016818;0;False;0.4666847290009173;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.074648851999882;0;False;0.4159811940007785;0;False;0.41548234400033834;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.0728911379992496;0;False;0.4165154909987905;0;False;0.4173781579993374;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.0728247320002993;0;False;0.4654072390003421;0;False;0.4659633700011909;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.1230858500002796;0;False;0.41585517499879643;0;False;0.41593304200068815;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.124231237999993;0;False;0.4159428349994414;0;False;0.41584401600084675;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.074858461999611;0;False;0.4158203709994268;0;False;0.4158636869997281;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.1228874520002137;0;False;0.5168976289987768;0;False;0.5173362130008172;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.073611133999293;0;False;0.36628053599997656;0;False;0.4168978589987091;0;False
../arp-plugin/evaluation/performance/test_fast/fields1_enc.sil;3.072652877001019;0;False;0.41688779899959627;0;False;0.4168134479987202;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.581165849000172;0;False;1.7246782820002409;0;False;2.372295592998853;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.3236459950003336;0;False;1.2685603560003074;0;False;1.868636011999115;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.776325340000767;0;False;1.167151757001193;0;False;1.8689756969997688;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.227098636998562;0;False;1.1676007759997447;0;False;1.7692319630004931;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.172255726000003;0;False;1.2185122680002678;0;False;1.7189217149989418;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.17189418199996;0;False;1.117348736999702;0;False;1.6691797120001866;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.1258345730002475;0;False;1.2184937429992715;0;False;1.7689929030002531;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.1231750289989577;0;False;1.1180085750002036;0;False;1.7182455740003206;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.5751544350005133;0;False;1.0680762110005162;0;False;1.7191214820013556;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.1230155989997;0;False;1.0673190340003202;0;False;1.7690812529999675;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.072321338999245;0;False;1.0680123250003817;0;False;1.6698975159997644;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.072368886998447;0;False;1.016690168000423;0;False;1.4183636309990106;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.072174434999397;0;False;1.0671862049985066;0;False;1.7182329730003403;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.0713060979996953;0;False;1.0670244419998198;0;False;1.769300657999338;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.0719325640002353;0;False;1.1674052470007155;0;False;1.5189023149996501;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.074546129999362;0;False;1.0178054079988215;0;False;1.5684887299994443;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.0720286140003736;0;False;1.018000079999183;0;False;1.6197334919997957;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.6247063980008534;0;False;1.0172913610003889;0;False;1.620187041000463;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.072574956000608;0;False;1.0179264100006549;0;False;1.5686647910006286;0;False
../arp-plugin/evaluation/performance/test_fast/predicates1_arp_enc.sil;3.122230054999818;0;False;1.0175742999999784;0;False;1.6192335079995246;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;38.00719381399904;0;False;1.5753607629994804;1;False;23.324401247000424;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;36.30174159499984;0;False;1.775286411999332;1;False;1.0170976400004292;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;44.97406687399962;0;False;1.6233842439996806;1;False;8.233264431000862;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;33.54622710299918;0;False;1.7190019159988879;1;False;22.36683055100002;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;30.08431396099877;0;False;1.267904215001181;1;False;40.81456709399936;0;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;37.85675677099971;0;False;3.823122890000377;1;False;1.969988316999661;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;35.950989635999576;0;False;3.071652990000075;1;False;14.151343044000896;1;False
../arp-plugin/evaluation/performance/test_fast/predicates2_arp_enc.sil;36.70203213200148;0;False;1.5189833200001885;1;False;32.54209447699941;0;False
